Name	Source	function
Sobic.005G096201	pdef	PTHR23155:SF402 - DISEASE RESISTANCE PROTEIN RPP13-RELATED (1 of 8)
Sobic.005G096400	pdef	2.7.11.1 - Non-specific serine/threonine protein kinase / Threonine-specific protein kinase (1 of 1200)
Sobic.005G097000	pdef	PTHR11461//PTHR11461:SF169 - SERINE PROTEASE INHIBITOR, SERPIN (1 of 8)
Sobic.005G098501	pdef	PTHR19876//PTHR19876:SF8 - COATOMER (1 of 3)
Sobic.005G099100	pdef	KOG0001 - Ubiquitin and ubiquitin-like proteins (1 of 22)
Sobic.005G099400	pdef	KOG0001 - Ubiquitin and ubiquitin-like proteins (1 of 22)
Sobic.005G099800	pdef	PTHR23024//PTHR23024:SF162 - MEMBER OF 'GDXG' FAMILY OF LIPOLYTIC ENZYMES (1 of 5)
Sobic.005G100400	pdef	PF13912 - C2H2-type zinc finger (zf-C2H2_6) (1 of 49)
Sobic.005G101000	pdef	3.1.3.7 - 3'(2'),5'-bisphosphate nucleotidase / Phosphoadenylate 3'-nucleotidase (1 of 8)
Sobic.005G101100	pdef	PF12937 - F-box-like (F-box-like) (1 of 106)
Sobic.005G101200	pdef	PTHR10566//PTHR10566:SF53 - CHAPERONE-ACTIVITY OF BC1 COMPLEX  CABC1 -RELATED (1 of 1)
Sobic.005G101500	pdef	PTHR21495:SF59 - DIRIGENT PROTEIN 20-RELATED (1 of 4)
Sobic.005G101600	pdef	PTHR21495:SF59 - DIRIGENT PROTEIN 20-RELATED (1 of 4)
Sobic.005G101800	pdef	PTHR21495:SF59 - DIRIGENT PROTEIN 20-RELATED (1 of 4)
Sobic.005G102401	pdef	PTHR21495//PTHR21495:SF54 - NUCLEOPORIN-RELATED (1 of 2)
Sobic.005G102500	pdef	PTHR12606//PTHR12606:SF38 - SENTRIN/SUMO-SPECIFIC PROTEASE (1 of 1)
Sobic.005G102900	pdef	PF00069//PF00560//PF00931 - Protein kinase domain (Pkinase)  // Leucine Rich Repeat (LRR_1)  // NB-ARC domain (NB-ARC) (1 of 1)
Sobic.005G103000	pdef	PF00847 - AP2 domain (AP2) (1 of 171)
Sobic.005G103050	pdef	PTHR23002//PTHR23002:SF63 - ZINC FINGER CCHC DOMAIN CONTAINING PROTEIN (1 of 162)
Sobic.005G103100	pdef	PF00847 - AP2 domain (AP2) (1 of 171)
Sobic.005G103400	pdef	PF10218 - Uncharacterized conserved protein (DUF2054) (DUF2054) (1 of 3)
Sobic.005G103500	pdef	PTHR11695//PTHR11695:SF499 - ALCOHOL DEHYDROGENASE RELATED (1 of 2)
Sobic.005G105600	pdef	PTHR23155//PTHR23155:SF484 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN (1 of 22)
Sobic.005G105850	pdef	PTHR11802//PTHR11802:SF53 - SERINE PROTEASE FAMILY S10 SERINE CARBOXYPEPTIDASE (1 of 2)
Sobic.005G106366	pdef	PF03101//PF10551 - FAR1 DNA-binding domain (FAR1)  // MULE transposase domain (MULE) (1 of 10)
Sobic.005G106432	pdef	PTHR23002//PTHR23002:SF63 - ZINC FINGER CCHC DOMAIN CONTAINING PROTEIN (1 of 162)
Sobic.005G107200	pdef	3.1.16.1 - Spleen exonuclease / Spleen phosphodiesterase (1 of 5)
Sobic.005G107400	pdef	PTHR11654//PTHR11654:SF140 - OLIGOPEPTIDE TRANSPORTER-RELATED (1 of 2)
Sobic.005G107700	pdef	PTHR22953//PTHR22953:SF36 - ACID PHOSPHATASE RELATED (1 of 2)
Sobic.005G107800	pdef	PTHR11877//PTHR11877:SF21 - HYDROXYMETHYLGLUTARYL-COA SYNTHASE (1 of 2)
Sobic.005G108300	pdef	PF03321 - GH3 auxin-responsive promoter (GH3) (1 of 13)
Sobic.005G108500	pdef	2.7.11.1 - Non-specific serine/threonine protein kinase / Threonine-specific protein kinase (1 of 1200)
Sobic.005G108600	pdef	PTHR10894//PTHR10894:SF3 - NUCLEOLAR PROTEIN 5  NUCLEOLAR PROTEIN NOP5  NOP58 (1 of 7)
Sobic.005G108601	pdef	PTHR23002//PTHR23002:SF63 - ZINC FINGER CCHC DOMAIN CONTAINING PROTEIN (1 of 162)
Sobic.005G109201	pdef	PTHR23002 - ZINC FINGER CCHC DOMAIN CONTAINING PROTEIN (1 of 193)
Sobic.005G109500	pdef	5.4.99.8 - Cycloartenol synthase / 2,3-epoxysqualene--cycloartenol cyclase (1 of 4)
Sobic.005G109800	pdef	KOG0684 - Cytochrome P450 (1 of 14)
Sobic.005G109900	pdef	KOG0684 - Cytochrome P450 (1 of 14)
Sobic.005G110040	pdef	PF14368 - Probable lipid transfer (LTP_2) (1 of 77)
Sobic.005G110200	pdef	2.7.7.6 - DNA-directed RNA polymerase / RNA polymerase III (1 of 54)
Sobic.005G110403	pdef	PF13620 - Carboxypeptidase regulatory-like domain (CarboxypepD_reg) (1 of 2)
Sobic.005G110406	pdef	PTHR11362//PTHR11362:SF29 - PHOSPHATIDYLETHANOLAMINE-BINDING PROTEIN (1 of 2)
Sobic.005G110409	pdef	PTHR13020:SF36 - EXPRESSED PROTEIN (1 of 1)
Sobic.005G110415	pdef	PTHR23002//PTHR23002:SF63 - ZINC FINGER CCHC DOMAIN CONTAINING PROTEIN (1 of 162)
Sobic.005G110418	pdef	PF14111 - Domain of unknown function (DUF4283) (DUF4283) (1 of 13)
Sobic.005G110436	pdef	3.2.1.37//3.2.1.55 - Xylan 1,4-beta-xylosidase / Xylobiase // Non-reducing end alpha-L-arabinofuranosidase / Arabinosidase (1 of 10)
Sobic.005G110442	pdef	1.11.1.12 - Phospholipid-hydroperoxide glutathione peroxidase / Peroxidation-inhibiting protein (1 of 4)
Sobic.005G110448	pdef	PF14365 - Domain of unknown function (DUF4409) (DUF4409) (1 of 15)
Sobic.005G110451	pdef	PTHR11746//PTHR11746:SF91 - O-METHYLTRANSFERASE (1 of 6)
Sobic.005G110454	pdef	PTHR11746//PTHR11746:SF91 - O-METHYLTRANSFERASE (1 of 6)
Sobic.005G110457	pdef	PTHR30620//PTHR30620:SF29 - PERIPLASMIC BETA-GLUCOSIDASE-RELATED (1 of 2)
Sobic.005G110460	pdef	PTHR30620//PTHR30620:SF45 - PERIPLASMIC BETA-GLUCOSIDASE-RELATED (1 of 5)
Sobic.005G110463	pdef	PTHR23002 - ZINC FINGER CCHC DOMAIN CONTAINING PROTEIN (1 of 193)
Sobic.005G110466	pdef	PTHR11654//PTHR11654:SF182 - OLIGOPEPTIDE TRANSPORTER-RELATED (1 of 3)
Sobic.005G110475	pdef	2.3.2.5 - Glutaminyl-peptide cyclotransferase / Glutaminyl-tRNA cyclotransferase (1 of 3)
Sobic.005G110478	pdef	PTHR23002//PTHR23002:SF63 - ZINC FINGER CCHC DOMAIN CONTAINING PROTEIN (1 of 162)
Sobic.005G110481	pdef	PTHR30603//PTHR30603:SF25 - RNA POLYMERASE SIGMA FACTOR RPO (1 of 3)
Sobic.005G110484	pdef	PTHR23002//PTHR23002:SF63 - ZINC FINGER CCHC DOMAIN CONTAINING PROTEIN (1 of 162)
Sobic.005G110490	pdef	PTHR12565:SF152 - TRANSCRIPTION FACTOR BHLH63-RELATED (1 of 2)
Sobic.005G110499	pdef	PTHR11141 - PROTEIN TRANSPORT PROTEIN SEC23 (1 of 7)
Sobic.005G110508	pdef	PTHR23155//PTHR23155:SF618 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN (1 of 3)
Sobic.005G110511	pdef	PTHR23155//PTHR23155:SF641 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN (1 of 6)
Sobic.005G110514	pdef	PTHR23155//PTHR23155:SF618 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN (1 of 3)
Sobic.005G110517	pdef	PF04535 - Domain of unknown function (DUF588) (DUF588) (1 of 43)
Sobic.005G110520	pdef	PTHR12385 - CTL TRANSPORTER (1 of 7)
Sobic.005G110523	pdef	PF12619 - Mini-chromosome maintenance protein 2 (MCM2_N) (1 of 2)
Sobic.005G110526	pdef	KOG3356 - Predicted membrane protein (1 of 1)
Sobic.005G110532	pdef	PF00560//PF08263 - Leucine Rich Repeat (LRR_1)  // Leucine rich repeat N-terminal domain (LRRNT_2) (1 of 16)
Sobic.005G110535	pdef	PTHR11630:SF44 - DNA REPLICATION LICENSING FACTOR MCM2 (1 of 1)
Sobic.005G110538	pdef	KOG0658//KOG0659 - Glycogen synthase kinase-3 // Cdk activating kinase (CAK)/RNA polymerase II transcription initiation/nucleotide excision repair factor TFIIH/TFIIK, kinase subunit CDK7 (1 of 1)
Sobic.005G110541	pdef	3.1.3.87 - 2-hydroxy-3-keto-5-methylthiopentenyl-1-phosphate phosphatase / HK-MTPenyl-1-P phosphatase (1 of 1)
Sobic.005G110544	pdef	PTHR15852:SF20 - CHAPERONE PROTEIN DNAJ-LIKE PROTEIN (1 of 1)
Sobic.005G110550	pdef	PF01535//PF13041//PF13812 - PPR repeat (PPR)  // PPR repeat family (PPR_2)  // Pentatricopeptide repeat domain (PPR_3) (1 of 59)
Sobic.005G110553	pdef	PTHR12771:SF19 - ELMO/CED-12 DOMAIN-CONTAINING PROTEIN-RELATED (1 of 1)
Sobic.005G110556	pdef	PF13456 - Reverse transcriptase-like (RVT_3) (1 of 21)
Sobic.005G110565	pdef	PTHR23002//PTHR23002:SF63 - ZINC FINGER CCHC DOMAIN CONTAINING PROTEIN (1 of 162)
Sobic.005G111450	pdef	PTHR23002//PTHR23002:SF63 - ZINC FINGER CCHC DOMAIN CONTAINING PROTEIN (1 of 162)
Sobic.005G111500	pdef	PF00498 - FHA domain (FHA) (1 of 20)
Sobic.005G112300	pdef	PF06337//PF13423//PF14533 - DUSP domain (DUSP)  // Ubiquitin carboxyl-terminal hydrolase (UCH_1)  // Ubiquitin-specific protease C-terminal (USP7_C2) (1 of 1)
Sobic.005G112900	pdef	6.1.1.19 - Arginine--tRNA ligase / Arginyl-tRNA synthetase (1 of 6)
Sobic.005G113101	pdef	PTHR23002//PTHR23002:SF63 - ZINC FINGER CCHC DOMAIN CONTAINING PROTEIN (1 of 162)
Sobic.005G114000	pdef	PTHR11003//PTHR11003:SF137 - POTASSIUM CHANNEL, SUBFAMILY K (1 of 2)
Sobic.005G114500	pdef	PF10250 - GDP-fucose protein O-fucosyltransferase (O-FucT) (1 of 30)
Sobic.005G114800	pdef	PTHR13803:SF4 - SEC24 (1 of 1)
Sobic.005G115200	pdef	PTHR16007//PTHR16007:SF18 - EPIDIDYMAL MEMBRANE PROTEIN E9-RELATED (1 of 2)
Sobic.005G116400	pdef	PTHR33288:SF3 - APOCYTOCHROME F (1 of 1)
Sobic.005G116700	pdef	PF00069//PF08263//PF13855 - Protein kinase domain (Pkinase)  // Leucine rich repeat N-terminal domain (LRRNT_2)  // Leucine rich repeat (LRR_8) (1 of 47)
Sobic.005G117001	pdef	PTHR10369 - 60S RIBOSOMAL PROTEIN L36A/L44 (1 of 6)
Sobic.005G117700	pdef	PF02298 - Plastocyanin-like domain (Cu_bind_like) (1 of 68)
Sobic.005G117901	pdef	PTHR23155//PTHR23155:SF529 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN (1 of 13)
Sobic.005G118100	pdef	PTHR27001:SF115 - PTI1-LIKE TYROSINE-PROTEIN KINASE 1-RELATED (1 of 4)
Sobic.005G118300	pdef	PF02298 - Plastocyanin-like domain (Cu_bind_like) (1 of 68)
Sobic.005G118600	pdef	PTHR23155//PTHR23155:SF558 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN (1 of 9)
Sobic.005G118800	pdef	PF13401//PF14299 - AAA domain (AAA_22)  // Phloem protein 2 (PP2) (1 of 1)
Sobic.005G119001	pdef	PTHR23155 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN (1 of 402)
Sobic.005G119100	pdef	PTHR32278:SF2 - F-BOX PROTEIN PP2-B13-RELATED (1 of 8)
Sobic.005G119250	pdef	2.3.1.156 - Phloroisovalerophenone synthase / Valerophenone synthase (1 of 3)
Sobic.005G119950	pdef	PTHR23002//PTHR23002:SF63 - ZINC FINGER CCHC DOMAIN CONTAINING PROTEIN (1 of 162)
Sobic.005G120000	pdef	1.3.1.80 - Red chlorophyll catabolite reductase / Red Chl catabolite reductase (1 of 3)
Sobic.005G120201	pdef	PTHR11260//PTHR11260:SF248 - GLUTATHIONE S-TRANSFERASE, GST, SUPERFAMILY, GST DOMAIN CONTAINING (1 of 13)
Sobic.005G120301	pdef	PTHR23002//PTHR23002:SF63 - ZINC FINGER CCHC DOMAIN CONTAINING PROTEIN (1 of 162)
Sobic.005G120400	pdef	PTHR13780:SF45 - CBS DOMAIN-CONTAINING PROTEIN CBSCBSPB4-RELATED (1 of 2)
Sobic.005G121100	pdef	PTHR21354:SF0 - ZINC FINGER PROTEIN 511 (1 of 1)
Sobic.005G121300	pdef	PTHR12300//PTHR12300:SF56 - HVA22-LIKE PROTEINS (1 of 3)
Sobic.005G122400	pdef	PF07714//PF08263//PF13855 - Protein tyrosine kinase (Pkinase_Tyr)  // Leucine rich repeat N-terminal domain (LRRNT_2)  // Leucine rich repeat (LRR_8) (1 of 30)
Sobic.005G122600	pdef	PF02179 - BAG domain (BAG) (1 of 11)
Sobic.005G123000	pdef	PF03514 - GRAS domain family (GRAS) (1 of 81)
Sobic.005G123300	pdef	4.2.2.23 - Rhamnogalacturonan endolyase / Rhamnogalacturonase B (1 of 6)
Sobic.005G124700	pdef	PF00069//PF13947 - Protein kinase domain (Pkinase)  // Wall-associated receptor kinase galacturonan-binding (GUB_WAK_bind) (1 of 27)
Sobic.005G125600	pdef	PTHR11260//PTHR11260:SF267 - GLUTATHIONE S-TRANSFERASE, GST, SUPERFAMILY, GST DOMAIN CONTAINING (1 of 9)
Sobic.005G125950	pdef	2.7.10.1//2.7.11.1 - Receptor protein-tyrosine kinase / Receptor protein tyrosine kinase // Non-specific serine/threonine protein kinase / Threonine-specific protein kinase (1 of 33)
Sobic.005G126501	pdef	PTHR11697 - GENERAL TRANSCRIPTION FACTOR 2-RELATED ZINC FINGER PROTEIN (1 of 8)
Sobic.005G126701	pdef	PTHR13693//PTHR13693:SF62 - CLASS II AMINOTRANSFERASE/8-AMINO-7-OXONONANOATE SYNTHASE (1 of 4)
Sobic.005G127300	pdef	PTHR11223:SF3 - EXPORTIN-5 (1 of 2)
Sobic.005G129201	pdef	PTHR23029:SF39 - GENOMIC DNA, CHROMOSOME 3, P1 CLONE: MDJ14 (1 of 1)
Sobic.005G129301	pdef	PTHR11223:SF2 - EXPORTIN-1 (1 of 2)
Sobic.005G129501	pdef	3.6.3.46 - Cadmium-transporting ATPase / Yeast cadmium factor (1 of 18)
Sobic.005G129716	pdef	PF00280 - Potato inhibitor I family (potato_inhibit) (1 of 39)
Sobic.005G129732	pdef	PF00280 - Potato inhibitor I family (potato_inhibit) (1 of 39)
Sobic.005G129764	pdef	PF00280 - Potato inhibitor I family (potato_inhibit) (1 of 39)
Sobic.005G129780	pdef	PF00280 - Potato inhibitor I family (potato_inhibit) (1 of 39)
Sobic.005G129800	pdef	PF00280 - Potato inhibitor I family (potato_inhibit) (1 of 39)
Sobic.005G129900	pdef	PF02892 - BED zinc finger (zf-BED) (1 of 9)
Sobic.005G130051	pdef	PTHR23002 - ZINC FINGER CCHC DOMAIN CONTAINING PROTEIN (1 of 193)
Sobic.005G130100	pdef	4.2.3.104 - Alpha-humulene synthase / ZSS1 (1 of 12)
Sobic.005G130400	pdef	4.2.3.104 - Alpha-humulene synthase / ZSS1 (1 of 12)
Sobic.005G130450	pdef	PF01397 - Terpene synthase, N-terminal domain (Terpene_synth) (1 of 40)
Sobic.005G130500	pdef	PF03936 - Terpene synthase family, metal binding domain (Terpene_synth_C) (1 of 42)
Sobic.005G131301	pdef	2.7.11.1 - Non-specific serine/threonine protein kinase / Threonine-specific protein kinase (1 of 1200)
Sobic.005G131500	pdef	3.6.1.6 - Nucleoside diphosphate phosphatase / Nucleoside-diphosphatase (1 of 2)
Sobic.005G131600	pdef	PF00560//PF07714//PF08263//PF13855 - Leucine Rich Repeat (LRR_1)  // Protein tyrosine kinase (Pkinase_Tyr)  // Leucine rich repeat N-terminal domain (LRRNT_2)  // Leucine rich repeat (LRR_8) (1 of 18)
Sobic.005G132033	pdef	PTHR23002//PTHR23002:SF63 - ZINC FINGER CCHC DOMAIN CONTAINING PROTEIN (1 of 162)
Sobic.005G132100	pdef	2.7.10.1//2.7.11.1 - Receptor protein-tyrosine kinase / Receptor protein tyrosine kinase // Non-specific serine/threonine protein kinase / Threonine-specific protein kinase (1 of 33)
Sobic.005G132250	pdef	PTHR23002//PTHR23002:SF63 - ZINC FINGER CCHC DOMAIN CONTAINING PROTEIN (1 of 162)
Sobic.005G133000	pdef	KOG1493//KOG2930 - Anaphase-promoting complex (APC), subunit 11 // SCF ubiquitin ligase, Rbx1 component (1 of 1)
Sobic.005G133166	pdef	PTHR23155//PTHR23155:SF591 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN (1 of 1)
Sobic.005G133200	pdef	PTHR23155//PTHR23155:SF563 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN (1 of 5)
Sobic.005G133266	pdef	KOG0320 - Predicted E3 ubiquitin ligase (1 of 5)
Sobic.005G133700	pdef	PF12046 - Protein of unknown function (DUF3529) (DUF3529) (1 of 1)
Sobic.005G133800	pdef	PTHR35313:SF1 - NO EXINE FORMATION 1 (1 of 1)
Sobic.005G134400	pdef	PF00195//PF02797 - Chalcone and stilbene synthases, N-terminal domain (Chal_sti_synt_N)  // Chalcone and stilbene synthases, C-terminal domain (Chal_sti_synt_C) (1 of 3)
Sobic.005G134501	pdef	PTHR11751//PTHR11751:SF400 - SUBGROUP I AMINOTRANSFERASE RELATED (1 of 3)
Sobic.005G134600	pdef	PTHR11706//PTHR11706:SF47 - MANGANESE TRANSPORTER (1 of 1)
Sobic.005G134800	pdef	PTHR10369 - 60S RIBOSOMAL PROTEIN L36A/L44 (1 of 6)
Sobic.005G134900	pdef	PF08545 - 3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III (ACP_syn_III) (1 of 6)
Sobic.005G135000	pdef	2.3.1.211 - Bisdemethoxycurcumin synthase / Curcuminoid synthase (1 of 7)
Sobic.005G135400	pdef	PTHR11877//PTHR11877:SF29 - HYDROXYMETHYLGLUTARYL-COA SYNTHASE (1 of 13)
Sobic.005G135600	pdef	2.3.1.211 - Bisdemethoxycurcumin synthase / Curcuminoid synthase (1 of 7)
Sobic.005G137500	pdef	2.7.1.137 - Phosphatidylinositol 3-kinase / Type III phosphoinositide 3-kinase (1 of 4)
Sobic.005G138300	pdef	PF01857//PF01858//PF11934 - Retinoblastoma-associated protein B domain (RB_B)  // Retinoblastoma-associated protein A domain (RB_A)  // Domain of unknown function (DUF3452) (DUF3452) (1 of 1)
Sobic.005G139075	pdef	PTHR33052:SF10 - F3H9.15 PROTEIN (1 of 1)
Sobic.005G139700	pdef	PTHR11972:SF64 - RESPIRATORY BURST OXIDASE HOMOLOG PROTEIN A-RELATED (1 of 1)
Sobic.005G139800	pdef	PTHR13634 - RIBOSOME BIOGENESIS PROTEIN BRIX (1 of 4)
Sobic.005G141200	pdef	PF03140 - Plant protein of unknown function (DUF247) (1 of 41)
Sobic.005G141300	pdef	PF03140 - Plant protein of unknown function (DUF247) (1 of 41)
Sobic.005G142800	pdef	PTHR12363:SF27 - EXPORTIN 1-LIKE PROTEIN DOMAIN-CONTAINING PROTEIN (1 of 1)
Sobic.005G143100	pdef	PTHR10992:SF773 - PROTEIN AUXIN RESPONSE 4 (1 of 2)
Sobic.005G143200	pdef	PF15346 - Arginine and glutamate-rich 1 (ARGLU) (1 of 2)
Sobic.005G144101	pdef	2.4.2.39 - Xyloglucan 6-xylosyltransferase / Xyloglucan 6-alpha-D-xylosyltransferase (1 of 18)
Sobic.005G144201	pdef	PTHR21229:SF28 - LUNG SEVEN TRANSMEMBRANE RECEPTOR-LIKE PROTEIN (1 of 1)
Sobic.005G144500	pdef	2.4.2.39 - Xyloglucan 6-xylosyltransferase / Xyloglucan 6-alpha-D-xylosyltransferase (1 of 18)
Sobic.005G145950	pdef	PTHR23002//PTHR23002:SF63 - ZINC FINGER CCHC DOMAIN CONTAINING PROTEIN (1 of 162)
Sobic.005G146666	pdef	PF04535 - Domain of unknown function (DUF588) (DUF588) (1 of 43)
Sobic.005G146800	pdef	PTHR10334 - CYSTEINE-RICH SECRETORY PROTEIN-RELATED (1 of 14)
Sobic.005G147900	pdef	PTHR22891//PTHR22891:SF39 - EUKARYOTIC TRANSLATION INITIATION FACTOR 2C (1 of 4)
Sobic.005G148400	pdef	PF00646 - F-box domain (F-box) (1 of 303)
Sobic.005G149000	pdef	PF03435 - Saccharopine dehydrogenase NADP binding domain (Sacchrp_dh_NADP) (1 of 5)
Sobic.005G149650	pdef	PF04195 - Putative gypsy type transposon (Transposase_28) (1 of 16)
Sobic.005G150250	pdef	1.4.1.14 - Glutamate synthase (NADH) / NADH-glutamate synthase (1 of 7)
Sobic.005G151350	pdef	PF00280 - Potato inhibitor I family (potato_inhibit) (1 of 39)
Sobic.005G151500	pdef	PF05266 - Protein of unknown function (DUF724) (DUF724) (1 of 6)
Sobic.005G151800	pdef	PF12776 - Myb/SANT-like DNA-binding domain (Myb_DNA-bind_3) (1 of 21)
Sobic.005G152400	pdef	PF10868 - Protein of unknown function (DUF2667) (DUF2667) (1 of 1)
Sobic.005G152550	pdef	1.8.4.9 - Adenylyl-sulfate reductase (glutathione) / Plant-type 5'-adenylylsulfate reductase (1 of 2)
Sobic.005G152600	pdef	PF00304 - Gamma-thionin family (Gamma-thionin) (1 of 47)
Sobic.005G152866	pdef	2.7.11.25 - Mitogen-activated protein kinase kinase kinase / MLTK (1 of 23)
Sobic.005G152932	pdef	PF00304 - Gamma-thionin family (Gamma-thionin) (1 of 47)
Sobic.005G153000	pdef	PF05266 - Protein of unknown function (DUF724) (DUF724) (1 of 6)
Sobic.005G153066	pdef	PF13966 - zinc-binding in reverse transcriptase (zf-RVT) (1 of 18)
Sobic.005G153200	pdef	PF00304 - Gamma-thionin family (Gamma-thionin) (1 of 47)
Sobic.005G153600	pdef	PF00304 - Gamma-thionin family (Gamma-thionin) (1 of 47)
Sobic.005G153900	pdef	PF08224 - Domain of unknown function (DUF1719) (DUF1719) (1 of 33)
Sobic.005G154100	pdef	PF00069//PF07714 - Protein kinase domain (Pkinase)  // Protein tyrosine kinase (Pkinase_Tyr) (1 of 26)
Sobic.005G154400	pdef	PTHR23155//PTHR23155:SF645 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN (1 of 3)
Sobic.005G154700	pdef	PF00646 - F-box domain (F-box) (1 of 303)
Sobic.005G154900	pdef	PTHR11260//PTHR11260:SF248 - GLUTATHIONE S-TRANSFERASE, GST, SUPERFAMILY, GST DOMAIN CONTAINING (1 of 13)
Sobic.005G155100	pdef	2.7.11.1 - Non-specific serine/threonine protein kinase / Threonine-specific protein kinase (1 of 1200)
Sobic.005G155200	pdef	PTHR33285:SF1 - GROWTH FACTOR PROTEIN-RELATED (1 of 1)
Sobic.005G155600	pdef	PTHR27001:SF174 - LYSM DOMAIN RECEPTOR-LIKE KINASE 4 (1 of 1)
Sobic.005G156201	pdef	PF08263 - Leucine rich repeat N-terminal domain (LRRNT_2) (1 of 290)
Sobic.005G156600	pdef	PTHR11926:SF381 - UDP-GLYCOSYLTRANSFERASE 72B1 (1 of 7)
Sobic.005G156700	pdef	PTHR11709//PTHR11709:SF118 - MULTI-COPPER OXIDASE (1 of 8)
Sobic.005G156800	pdef	PTHR11926:SF381 - UDP-GLYCOSYLTRANSFERASE 72B1 (1 of 7)
Sobic.005G157000	pdef	PTHR34560:SF1 - POLYKETIDE CYCLASE/DEHYDRASE AND LIPID TRANSPORT SUPERFAMILY PROTEIN (1 of 1)
Sobic.005G157400	pdef	PTHR22595//PTHR22595:SF59 - CHITINASE-RELATED (1 of 2)
Sobic.005G157500	pdef	PF14111 - Domain of unknown function (DUF4283) (DUF4283) (1 of 13)
Sobic.005G157866	pdef	PF00646 - F-box domain (F-box) (1 of 303)
Sobic.005G159000	pdef	PTHR10836//PTHR10836:SF44 - GLYCERALDEHYDE 3-PHOSPHATE DEHYDROGENASE (1 of 2)
Sobic.005G159100	pdef	PTHR21495//PTHR21495:SF62 - NUCLEOPORIN-RELATED (1 of 3)
Sobic.005G159400	pdef	PF01734 - Patatin-like phospholipase (Patatin) (1 of 26)
Sobic.005G159801	pdef	PF03283 - Pectinacetylesterase (PAE) (1 of 13)
Sobic.005G160900	pdef	PF04576 - Zein-binding (Zein-binding) (1 of 13)
Sobic.005G161200	pdef	5.5.1.14 - Syn-copalyl-diphosphate synthase / Syn-CPP synthase (1 of 1)
Sobic.005G161600	pdef	4.2.3.33 - Stemar-13-ene synthase / Syn-stemar-13-ene synthase (1 of 1)
Sobic.005G161700	pdef	KOG0684 - Cytochrome P450 (1 of 14)
Sobic.005G161900	pdef	KOG0684 - Cytochrome P450 (1 of 14)
Sobic.005G162400	pdef	PTHR10071:SF180 - PROTEIN GAT2-RELATED (1 of 1)
Sobic.005G162600	pdef	PTHR23002:SF54 - CCHC-TYPE ZINC KNUCKLE PROTEIN-RELATED (1 of 2)
Sobic.005G162900	pdef	PTHR24078//PTHR24078:SF297 - DNAJ HOMOLOG SUBFAMILY C MEMBER (1 of 1)
Sobic.005G163100	pdef	PTHR10825//PTHR10825:SF38 - RING FINGER DOMAIN-CONTAINING, POLYCOMB GROUP COMPONENT (1 of 4)
Sobic.005G163301	pdef	PF08387 - FBD (FBD) (1 of 77)
Sobic.005G163400	pdef	PTHR10825//PTHR10825:SF38 - RING FINGER DOMAIN-CONTAINING, POLYCOMB GROUP COMPONENT (1 of 4)
Sobic.005G164966	pdef	PTHR11461//PTHR11461:SF169 - SERINE PROTEASE INHIBITOR, SERPIN (1 of 8)
Sobic.005G165032	pdef	PF00646 - F-box domain (F-box) (1 of 303)
Sobic.005G165100	pdef	PTHR11461//PTHR11461:SF169 - SERINE PROTEASE INHIBITOR, SERPIN (1 of 8)
Sobic.005G165201	pdef	PTHR10795//PTHR10795:SF377 - PROPROTEIN CONVERTASE SUBTILISIN/KEXIN (1 of 5)
Sobic.005G165300	pdef	PTHR24056//PTHR24056:SF231 - CELL DIVISION PROTEIN KINASE (1 of 2)
Sobic.005G165566	pdef	PF14368 - Probable lipid transfer (LTP_2) (1 of 77)
Sobic.005G166300	pdef	PTHR13634 - RIBOSOME BIOGENESIS PROTEIN BRIX (1 of 4)
Sobic.005G166800	pdef	KOG0684 - Cytochrome P450 (1 of 14)
Sobic.005G167200	pdef	PTHR11764//PTHR11764:SF14 - LANOSTEROL SYNTHASE (1 of 7)
Sobic.005G167650	pdef	PTHR23155//PTHR23155:SF529 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN (1 of 13)
Sobic.005G167700	pdef	PTHR13832//PTHR13832:SF266 - PROTEIN PHOSPHATASE 2C (1 of 1)
Sobic.005G168000	pdef	PF01535//PF13041 - PPR repeat (PPR)  // PPR repeat family (PPR_2) (1 of 164)
Sobic.005G168500	pdef	KOG1757 - Histone 2A (1 of 5)
Sobic.005G168700	pdef	PTHR31561:SF25 - 3-KETOACYL-COA SYNTHASE 17-RELATED (1 of 2)
Sobic.005G169000	pdef	PF08392 - FAE1/Type III polyketide synthase-like protein (FAE1_CUT1_RppA) (1 of 33)
Sobic.005G169100	pdef	KOG0157 - Cytochrome P450 CYP4/CYP19/CYP26 subfamilies (1 of 119)
Sobic.005G169800	pdef	PTHR10229:SF2 - GTP BINDING PROTEIN-LIKE (1 of 1)
Sobic.005G170300	pdef	PTHR11102//PTHR11102:SF101 - SEL-1-LIKE PROTEIN (1 of 11)
